,jobtitle,company,city,state,country,language,formattedLocation,source,advertiserId,date,snippet,url,onmousedown,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations,refNum
734,Acumatica Developer (Remote),Net At Work,New York,NY,US,en,"New York, NY",Net at Work,,"Sat, 07 May 2022 00:14:06 GMT",Mentoring new junior/middle <b>developers</b> and helping new senior <b>developers</b> with onboarding. Perform code reviews of junior <b>developers</b>. NET Web API or ASP.,https://www.indeed.com/viewjob?jk=96cfb9fc5bd9d7a4&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",96cfb9fc5bd9d7a4,False,False,False,"New York, NY 10018",6 months ago,,on3Djfw6-CX1EVfwh
735,Software Integration Specialist (Engineer Software 1),HII,New York,NY,US,en,"New York, NY",Huntington Ingalls Industries Inc.,,"Thu, 04 Aug 2022 21:37:41 GMT","Position will require interaction with the original software <b>developers</b> to receive new software versions, compile source code and perform testing to ensure the…",https://www.indeed.com/viewjob?jk=50ccc8171938984c&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",50ccc8171938984c,False,False,False,"New York, NY",30+ days ago,,918918500
736,"Senior Front End Software Engineer, Trello",Atlassian,New York,NY,US,en,"New York, NY",Atlassian,,"Mon, 03 Oct 2022 21:38:07 GMT","Work directly with product managers, designers and <b>developers</b> on features for the Trello web application. Our <b>developers</b> and designers run the show and are very…",https://www.indeed.com/viewjob?jk=8ef9916d9402e6fd&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",8ef9916d9402e6fd,False,False,False,"New York, NY",30+ days ago,,28f97a1b-398c-4291-84fb-e834793765db
737,.NET Developer,Promantis Inc,Brooklyn,NY,US,en,"Brooklyn, NY",promantis Inc,,"Wed, 03 Nov 2021 02:17:03 GMT","Overview Hello, One of our client is looking for the below job position. Total Expereince is 7+ Years Note :- Any Visa is OK (Except OPT and CPT) Job…",https://www.indeed.com/viewjob?jk=c64bda700867af65&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",c64bda700867af65,False,False,False,"Brooklyn, NY 11220",12 months ago,,e5841df2166dd424a57127423d276bbe
738,Machine Learning Engineer,OXMAN,New York,NY,US,en,"New York, NY",OXMAN,,"Sat, 03 Sep 2022 00:32:41 GMT",OXMAN is seeking a Machine Learning Engineer to join an all-star interdisciplinary team of deep thinkers and brilliant makers.,https://www.indeed.com/viewjob?jk=adb341d491c3c741&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",adb341d491c3c741,False,False,False,"New York, NY 10005",30+ days ago,,807b33d1-bf71-45a6-a9c9-4ab9f1aaa1a3
739,Angular Java Full Stack Engineer 3,Capgemini,New York,NY,US,en,"New York, NY",Capgemini,,"Sun, 06 Nov 2022 00:57:27 GMT",Collaborate and communicate with other <b>developers</b> to build technical solutions. Capgemini is seeking Senior UI <b>Developer</b>.,https://www.indeed.com/viewjob?jk=e7a167906bb9e23b&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",e7a167906bb9e23b,False,False,False,"New York, NY 10003",18 hours ago,,857493401A1
740,Microsoft SharePoint / PowerApp Developer I/II/III/IV- 004323,Excellus,Buffalo,NY,US,en,"Buffalo, NY",Excellus,,"Tue, 11 Oct 2022 21:46:35 GMT","The incumbent will follow waterfall and agile development methodologies to analyze, develop, and test system solutions in response to business requirements.",https://www.indeed.com/viewjob?jk=6c732f2ea2a6b06d&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",6c732f2ea2a6b06d,False,False,False,"Buffalo, NY 14221",25 days ago,,3c367248-8c37-45d1-85f3-7b4385e0785b
741,Software Engineer II,YipitData,New York,NY,US,en,"New York, NY",YipitData,3654195.0,"Fri, 07 Oct 2022 16:38:19 GMT","You have 2+ years of experience as a *full-stack web <b>developer</b> or front-end web <b>developer</b>*. We analyze billions of data points every day to provide accurate,…",https://www.indeed.com/viewjob?jk=a5788fcaff6300c3&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",a5788fcaff6300c3,False,False,False,"New York, NY",30 days ago,,2974895
742,Service Software Operations Engineer,Plug Power Inc,Latham,NY,US,en,"Latham, NY",Plug Power Inc,,"Tue, 23 Aug 2022 16:36:21 GMT",Management and execution of deployment projects within the Service Software Operations (SSO) team to support field updates/upgrades and other critical business…,https://www.indeed.com/viewjob?jk=9e22988aee8961ff&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",9e22988aee8961ff,False,False,False,"Latham, NY 12110",30+ days ago,,R3397
743,Sr. Software Engineer,Paramount+,New York,NY,US,en,"New York, NY",Viacom,,"Wed, 26 Oct 2022 23:05:16 GMT",Work with other <b>developers</b> and operations team on streamlined CI/CD solutions. Our team is also responsible for the encoding and delivery of premium content to…,https://www.indeed.com/viewjob?jk=76f8ac7a426ade1a&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",76f8ac7a426ade1a,False,False,False,"New York, NY 10036",10 days ago,,939851700A1
744,Software Engineer,Baldwin Risk Partners,Latham,NY,US,en,"Latham, NY",Baldwin Risk Partners,,"Thu, 14 Apr 2022 16:07:33 GMT",Our goals include maximizing <b>developer</b> productivity through fine tuned scalable infrastructure and robust systems monitoring. Flexible PTO and Time Off.,https://www.indeed.com/viewjob?jk=bd2da63c870e1fa1&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",bd2da63c870e1fa1,False,False,False,"Latham, NY",6 months ago,,P-001595-1
745,Software Engineer - Data Ad Products,The New York Times,New York,NY,US,en,"New York, NY",The New York Times,,"Wed, 07 Sep 2022 19:56:54 GMT","Join our team to build full stack, industry leading Advertising products using New York Times' enviable First Party Data program!",https://www.indeed.com/viewjob?jk=759c00c4909fe2a2&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",759c00c4909fe2a2,False,False,False,"New York, NY",30+ days ago,,REQ-013358-1
746,Software Engineering Manager - Growth,GameChanger,New York,NY,US,en,"New York, NY",GameChanger,2603974.0,"Thu, 22 Sep 2022 16:31:01 GMT","You will be a leader, mentor, and hands-on <b>developer</b> when needed. As an Engineering Manager, you will lead a team of software <b>developers</b> building iOS and…",https://www.indeed.com/viewjob?jk=844feb8dba1ac51e&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",844feb8dba1ac51e,False,False,False,"New York, NY",30+ days ago,,4567530
747,Society of Hispanic Professional Engineers Conference (SHPE) - Software Engineering Full-Time,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Fri, 21 Oct 2022 07:04:57 GMT","Dive head-first into creating innovative solutions that make a difference for our customers, clients and employees.",https://www.indeed.com/viewjob?jk=2e238fbe136d1f25&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",2e238fbe136d1f25,False,False,False,"New York, NY",16 days ago,,279072302
748,UI Developer,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Wed, 02 Nov 2022 04:03:43 GMT","BS/BA degree or equivalent experience. Advanced knowledge of application, data and infrastructure architecture disciplines. Java/J2EE and Spring frameworks.",https://www.indeed.com/viewjob?jk=f7906629bcbcb72d&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",f7906629bcbcb72d,False,False,False,"New York, NY",4 days ago,,280663743
749,"CloudHealth Staff Platform Engineer - Opportunity for Working Remotely New York, NY",VMware,New York,NY,US,en,"New York, NY",VMware,,"Sat, 29 Oct 2022 00:21:02 GMT","CloudHealth by VMware is looking for highly motivated individuals who will be responsible for providing outstanding customer service to ensure that customers,…",https://www.indeed.com/viewjob?jk=089ff688834ea7ff&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBwCsOETZBPHlcKipjcYZ-dU&indpubnum=448947293830904&atk=1gh76cvcai3ou800,"indeed_clk(this,'503');",089ff688834ea7ff,False,False,False,"New York, NY",8 days ago,,R2220347-en-us-22
750,Senior Technical Producer,Rockstar Games New York & New England,New York,NY,US,en,"New York, NY",Games Job Board,,"Wed, 19 Oct 2022 23:58:36 GMT","Strong ability to work with various producers, <b>developers</b> and testers across multiple studios and projects. Rockstar New York is on the lookout for experienced…",https://www.indeed.com/viewjob?jk=47fa731c2d158bf4&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",47fa731c2d158bf4,False,False,False,"New York, NY",17 days ago,,senior-technical-producer/215490
751,"Director, Site Reliability Engineering, Core Developer",Google,New York,NY,US,en,"New York, NY",Google,,"Tue, 26 Apr 2022 02:21:42 GMT","Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience. 15 years of experience with system design, algorithms,…",https://www.indeed.com/viewjob?jk=ea331703286961a0&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",ea331703286961a0,False,False,False,"New York, NY",6 months ago,,84768305732035270
752,Perforce Engineer,Rockstar Games New York & New England,New York,NY,US,en,"New York, NY",Games Job Board,,"Wed, 14 Sep 2022 01:02:38 GMT","A comprehensive understanding of how perforce is used by <b>developers</b> to branch and merge code. Maintain and grow our perforce environment, working with our…",https://www.indeed.com/viewjob?jk=135fea1063847bfa&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",135fea1063847bfa,False,False,False,"New York, NY",30+ days ago,,perforce-engineer/211059
753,Scala Developer â€“ Cesium Core Platform Team,Bank of America,New York,NY,US,en,"New York, NY",Bank of America,,"Wed, 05 Oct 2022 18:50:26 GMT","The ideal candidate is a passionate <b>developer</b> who enjoys experimenting with new technologies and writing efficient, scalable, & re-usable code.",https://www.indeed.com/viewjob?jk=3104e4c78dceadbb&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",3104e4c78dceadbb,False,False,False,"New York, NY",30+ days ago,,22091556
754,Azure Labs Developer,Cloud Academy,New York,NY,US,en,"New York, NY",Cloud Academy,,"Wed, 08 Jun 2022 19:03:57 GMT",Communicate feedback and ideas to software <b>developers</b> to continuously improve the lab platform. You will be working with a SaaS product on a team of 3 to 6…,https://www.indeed.com/viewjob?jk=2dd35f2b6a24ae55&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",2dd35f2b6a24ae55,False,False,False,"New York, NY",5 months ago,,39be21b1-db70-49f1-82a9-18f8b9d21f7e
755,Senior React/JavaScript Developer,Citi,New York,NY,US,en,"New York, NY",Citi,,"Thu, 07 Apr 2022 04:43:00 GMT",Citi are seeking a technically focused senior UI <b>developer</b> to build out of the Equity Derivatives Derived Market Data team.,https://www.indeed.com/viewjob?jk=de566c2b7b0e62aa&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",de566c2b7b0e62aa,False,False,False,"New York, NY",7 months ago,,22470452
756,Systems/Programmer/Analyst,LS Direct Marketing,Suffern,NY,US,en,"Suffern, NY",LS Direct Marketing,,"Thu, 08 Sep 2022 07:51:56 GMT",You will work with others to develop innovative web-based solutions primarily to assist on our Data Science team in the execution of highly-personalized data…,https://www.indeed.com/viewjob?jk=9bcbf04dd56bf858&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",9bcbf04dd56bf858,False,False,False,"Suffern, NY 10901",30+ days ago,,systems-programmer-analyst
757,"Senior Staff Software Engineer, Immersive Experiences, Augmented Reality",Google,New York,NY,US,en,"New York, NY",Google,,"Mon, 19 Sep 2022 20:17:50 GMT",Review code developed by other <b>developers</b> and provide feedback to ensure best practices. Bachelor’s degree or equivalent practical experience.,https://www.indeed.com/viewjob?jk=299d86592699a921&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",299d86592699a921,False,False,False,"New York, NY",30+ days ago,,99192984358003398
758,Lead Programmer/Analyst,SUNY Delhi,Delhi,NY,US,en,"Delhi, NY",Indeed,1568257.0,"Thu, 28 Jul 2022 01:39:53 GMT",This position will be a vital member of SUNY Delhi's Computer Information Systems (CIS) Enterprise Systems team that provides service and support to the campus…,https://www.indeed.com/viewjob?jk=c87771cffe3d0c4b&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",c87771cffe3d0c4b,False,False,False,"Delhi, NY",30+ days ago,,1568257-185-185
759,Software Engineer - Remote,Madison Square Garden Entertainment,New York,NY,US,en,"New York, NY",Madison Square Garden Entertainment,,"Tue, 21 Jun 2022 14:17:06 GMT","In addition to software development, the Software Engineer will also be contributing expertise to optimize our agile processes and product development,…",https://www.indeed.com/viewjob?jk=9cfb285f051d40a8&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",9cfb285f051d40a8,False,False,False,"New York, NY 10121",4 months ago,,17598
760,Software Quality Assurance Engineer,Thermo Fisher Scientific,New York,NY,US,en,"New York, NY",Thermo Fisher Scientific,,"Tue, 01 Nov 2022 14:03:55 GMT","Your knowledge of compliance and regulatory guidance – ISO27001, SOC2, EU GDPR, 21CFR Part 11, Eudralex Volume 4 Annex 11, ISPE GAMP® 5 – will propel our…",https://www.indeed.com/viewjob?jk=40a74347d1e9fb00&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",40a74347d1e9fb00,False,False,False,"New York, NY",5 days ago,,217978BR_A6553729
761,"Senior Software Engineer, Web Payment Experience",Afterpay,New York,NY,US,en,"New York, NY",Afterpay,,"Fri, 04 Nov 2022 21:17:48 GMT",Thousands of <b>developers</b> use our code to power the payments capabilities that millions of merchants depend on. Develop the JavaScript APIs and UI responsible for…,https://www.indeed.com/viewjob?jk=77cfa14bfe4c911d&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",77cfa14bfe4c911d,False,False,False,"New York, NY",1 day ago,,743999862840623
762,"Staff Software Engineer, Application, Global Engineering",Bain & Company,New York,NY,US,en,"New York, NY",Bain & Company Inc,,"Thu, 14 Apr 2022 00:14:51 GMT",Work closely with web designers and <b>developers</b> to create modern UI/UX web applications. Bain’s Global Engineering leads the firm’s software development efforts…,https://www.indeed.com/viewjob?jk=40d9583a84c7ee5d&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",40d9583a84c7ee5d,False,False,False,"New York, NY 10036",6 months ago,,52162-22013037
763,"Senior Software Engineer, Back End (Remote-Eligible)",Capital One,New York,NY,US,en,"New York, NY",Capital One,,"Thu, 30 Jun 2022 19:39:14 GMT","Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.",https://www.indeed.com/viewjob?jk=e2e1f68665617908&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",e2e1f68665617908,False,False,False,"New York, NY 10011",4 months ago,,R148632
764,Associate Software Quality Assurance Engineer,Broadridge,Edgewood,NY,US,en,"Edgewood, NY",Broadridge,,"Fri, 09 Sep 2022 17:21:10 GMT",Provide estimate for testing efforts in agile environment as part of highly dynamic team. 4+ years of QA experience in agile environments.,https://www.indeed.com/viewjob?jk=cb467d3d247fe673&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",cb467d3d247fe673,False,False,False,"Edgewood, NY",30+ days ago,,JR1049383
765,Software Engineering Coop,Carrier,Syracuse,NY,US,en,"Syracuse, NY",Carrier,,"Wed, 14 Sep 2022 14:06:39 GMT",Support the Trailer and Container controls and digital solutions algorithms and software testing as part of our Quality Assurance activities.,https://www.indeed.com/viewjob?jk=b95ae63efeb9c1b8&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",b95ae63efeb9c1b8,False,False,False,"Syracuse, NY 13221",30+ days ago,,30091316
766,"Software Engineer - Real Time Trade Capture, Equities Tech",Millennium Management LLC,New York,NY,US,en,"New York, NY",Millennium Management LLC,,"Tue, 06 Sep 2022 13:21:47 GMT",The role will be part of a global team that is responsible for the development of a real time trade capture system that processes the firm’s executions across…,https://www.indeed.com/viewjob?jk=b167b5a86ca9d78c&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",b167b5a86ca9d78c,False,False,False,"New York, NY",30+ days ago,,REQ-15316-1
767,"Senior SDE, Search Customer Experience",Amazon.com Services LLC,New York,NY,US,en,"New York, NY",Amazon.com,,"Mon, 24 Oct 2022 21:53:46 GMT","On a day-to-day basis, you will lead a close-knit team of engineers that are agile, data driven, and highly collaborative.",https://www.indeed.com/viewjob?jk=5aeb1bf6f910756e&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",5aeb1bf6f910756e,False,False,False,"New York, NY",12 days ago,,2283544
768,Technology Lead,New York University,New York,NY,US,en,"New York, NY",New York University,,"Sat, 22 Jan 2022 02:26:23 GMT","As the lead technologist and head engineer, the TL supervises a team of <b>developers</b> to maintain and optimize the Nexus technology infrastructure that supports…",https://www.indeed.com/viewjob?jk=bfe51740bee25b03&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",bfe51740bee25b03,False,False,False,"New York, NY 10012",9 months ago,,14536074-c1fb-4be3-be0b-340221bf0cb6-1
769,Java Full Stack Engineering,Cognizant,New York,NY,US,en,"New York, NY",Cognizant,,"Fri, 23 Sep 2022 02:52:34 GMT","Involve in various phases of Software Development Life Cycle (SDLC) and work in a highly dynamic Agile environment. Troubleshoot, debug and upgrade software.",https://www.indeed.com/viewjob?jk=744b29ac65611bca&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",744b29ac65611bca,False,False,False,"New York, NY",30+ days ago,,00050012193
770,Software development engineer in test,Virtusa,Rochester,NY,US,en,"Rochester, NY",Virtusa,,"Tue, 04 Oct 2022 19:07:30 GMT",Full hands on coding experience in Java. Coding experience in Selenium/BDD test automation framework. Coding experience in API test automation using Java.,https://www.indeed.com/viewjob?jk=a49808ad7291f15d&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",a49808ad7291f15d,False,False,False,"Rochester, NY",30+ days ago,,CREQ143147-en/software_development_engineer_in_test
771,Security Engineer (C++),Rockstar Games New York & New England,New York,NY,US,en,"New York, NY",Games Job Board,,"Tue, 25 Oct 2022 23:58:40 GMT",We work closely with many teams on enforcing and supporting our security monitoring platforms. Create and innovate solutions to better secure our products from…,https://www.indeed.com/viewjob?jk=7b224cc04a011825&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",7b224cc04a011825,False,False,False,"New York, NY",11 days ago,,security-engineer-c/216141
772,"Software Development Engineer, AWS EMR",Amazon.com Services LLC,New York,NY,US,en,"New York, NY",Amazon.com,,"Thu, 24 Feb 2022 06:52:55 GMT","1+ years of experience contributing to the system design or architecture (architecture, design patterns, reliability and scaling) of new and current systems.",https://www.indeed.com/viewjob?jk=08bf12b8e6a81729&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhBxCmbn8mdEwc0cSJhSJGw4g&indpubnum=448947293830904&atk=1gh76cvpii3ou800,"indeed_clk(this,'927');",08bf12b8e6a81729,False,False,False,"New York, NY",8 months ago,,1952626
